dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sload,dload,ct_src_dport_ltm,ct_dst_sport_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,attack_cat,label
0.410453,tcp,-,FIN,10,6,846,268,36.54499,14851.884,4365.908,1,1,0,0,0,Backdoor,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,3,3,0,0,0,Backdoor,1
9e-06,ib,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,2,2,0,0,0,Analysis,1
5e-06,larp,-,INT,2,0,200,0,200000.0,1.6e+08,0.0,2,2,0,0,0,Backdoor,1
9e-06,ipip,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,2,2,0,0,0,Backdoor,1
3e-06,micp,-,INT,2,0,200,0,333333.3,2.6666666e+08,0.0,2,2,0,0,0,Backdoor,1
9e-06,encap,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,2,2,0,0,0,Backdoor,1
5e-06,ifmp,-,INT,2,0,200,0,200000.0,1.6e+08,0.0,2,2,0,0,0,Backdoor,1
8e-06,tp++,-,INT,2,0,200,0,125000.0,1e+08,0.0,1,1,0,0,0,Backdoor,1
2e-06,a/n,-,INT,2,0,200,0,500000.0,4e+08,0.0,2,2,0,0,0,Backdoor,1
2e-06,ipv6,-,INT,2,0,200,0,500000.0,4e+08,0.0,1,1,0,0,0,Backdoor,1
9e-06,i-nlsp,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,1,1,0,0,0,Backdoor,1
9e-06,ipx-n-ip,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,3,3,0,0,0,Backdoor,1
9e-06,sdrp,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,1,1,0,0,0,Backdoor,1
2e-06,rsvp,-,INT,2,0,200,0,500000.0,4e+08,0.0,1,1,0,0,0,Backdoor,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,2,2,0,0,0,Backdoor,1
8e-06,tlsp,-,INT,2,0,200,0,125000.0,1e+08,0.0,2,2,0,0,0,Backdoor,1
3e-06,gre,-,INT,2,0,200,0,333333.3,2.6666666e+08,0.0,2,2,0,0,0,Backdoor,1
9e-06,mhrp,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,2,2,0,0,0,Backdoor,1
5e-06,ddx,-,INT,2,0,200,0,200000.0,1.6e+08,0.0,1,1,0,0,0,Backdoor,1
4e-06,udp,-,INT,2,0,104,0,250000.0,1.04e+08,0.0,2,2,0,0,0,Fuzzers,1
0.658425,tcp,-,FIN,20,8,17286,354,41.00695,199530.7,3766.5642,2,2,0,0,0,Fuzzers,1
3e-06,ippc,-,INT,2,0,200,0,333333.3,2.6666666e+08,0.0,3,3,0,0,0,Backdoor,1
5e-06,any,-,INT,2,0,200,0,200000.0,1.6e+08,0.0,1,1,0,0,0,Backdoor,1
1e-06,visa,-,INT,2,0,200,0,1e+06,8e+08,0.0,2,2,0,0,0,Backdoor,1
0.754877,tcp,ftp,FIN,12,12,632,682,30.46854,6146.697,6634.194,1,1,0,0,0,Fuzzers,1
0.921728,tcp,ftp,FIN,22,14,17352,768,37.972157,143764.75,6197.0557,1,1,0,0,0,Fuzzers,1
1.211159,tcp,ftp,FIN,12,12,632,682,18.990074,3831.0413,4134.8823,1,1,0,0,0,Fuzzers,1
0.779948,tcp,ftp,FIN,12,12,824,682,29.489145,7754.3633,6420.941,1,1,0,0,0,Fuzzers,1
0.788997,tcp,ftp,FIN,12,12,2616,682,29.150934,24314.414,6347.2993,1,1,0,0,0,Fuzzers,1
0.858313,tcp,-,FIN,10,8,534,354,19.806293,4483.213,2889.3887,1,1,0,0,0,Fuzzers,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,4,4,0,0,0,Analysis,1
1.574115,tcp,ftp,FIN,14,12,810,682,15.88194,3826.912,3181.4702,2,1,1,1,0,Fuzzers,1
0.651312,tcp,ftp,FIN,12,12,1592,682,35.313335,17933.033,7689.095,1,1,0,0,0,Fuzzers,1
9e-06,udp,-,INT,2,0,104,0,111111.11,4.622222e+07,0.0,1,1,0,0,0,Fuzzers,1
0.691876,tcp,-,FIN,10,6,2530,268,21.680185,26328.418,2590.0596,3,1,0,0,0,Fuzzers,1
1e-06,unas,-,INT,2,0,200,0,1e+06,8e+08,0.0,2,2,0,0,0,Backdoor,1
1.714032,tcp,-,FIN,34,12,36414,526,26.253885,164958.4,2254.3335,3,2,0,0,0,Fuzzers,1
6e-06,unas,-,INT,2,0,200,0,166666.66,1.3333333e+08,0.0,2,2,0,0,0,Backdoor,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,3,3,0,0,0,Backdoor,1
1.491358,tcp,ftp,FIN,12,12,824,682,15.422185,4055.3643,3358.0132,1,1,0,0,0,Fuzzers,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,3,3,0,0,0,Analysis,1
6e-06,unas,-,INT,2,0,200,0,166666.66,1.3333333e+08,0.0,3,3,0,0,0,Analysis,1
3e-06,unas,-,INT,2,0,200,0,333333.3,2.6666666e+08,0.0,1,1,0,0,0,Backdoor,1
3e-06,unas,-,INT,2,0,200,0,333333.3,2.6666666e+08,0.0,3,3,0,0,0,Analysis,1
6e-06,unas,-,INT,2,0,200,0,166666.66,1.3333333e+08,0.0,3,3,0,0,0,Analysis,1
0.979832,tcp,ftp,FIN,12,12,572,682,23.473412,4286.449,5111.08,2,1,0,0,0,Fuzzers,1
5e-06,unas,-,INT,2,0,200,0,200000.0,1.6e+08,0.0,4,4,0,0,0,Analysis,1
4e-06,unas,-,INT,2,0,200,0,250000.0,2e+08,0.0,3,3,0,0,0,Analysis,1
41.066822,tcp,-,FIN,20,12,1670,536,0.754867,309.15466,95.843796,4,3,0,0,0,Fuzzers,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,4,4,0,0,0,Analysis,1
9e-06,udp,-,INT,2,0,104,0,111111.11,4.622222e+07,0.0,1,1,0,0,0,Fuzzers,1
3e-06,unas,-,INT,2,0,200,0,333333.3,2.6666666e+08,0.0,3,3,0,0,0,Backdoor,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,2,2,0,0,0,Backdoor,1
1.439511,tcp,ftp,FIN,14,12,810,682,17.367008,4184.7544,3478.9592,1,1,1,1,0,Fuzzers,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,2,2,0,0,0,Analysis,1
0.941119,tcp,ftp,FIN,14,12,798,682,26.564121,6298.885,5321.3247,1,1,1,1,0,Fuzzers,1
0.448242,tcp,-,FIN,10,6,574,268,33.464066,9227.158,3997.8403,3,2,0,0,0,Fuzzers,1
5e-06,unas,-,INT,2,0,200,0,200000.0,1.6e+08,0.0,1,1,0,0,0,Backdoor,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,6,6,0,0,0,Backdoor,1
0.89836,tcp,ftp,FIN,14,12,810,682,27.828487,6705.5522,5574.6025,1,1,1,1,0,Fuzzers,1
0.421859,tcp,-,FIN,10,6,526,268,35.556904,8988.785,4247.8647,1,1,0,0,0,Fuzzers,1
0.486094,tcp,-,FIN,10,6,2050,268,30.858229,30364.498,3686.5298,1,1,0,0,0,Fuzzers,1
0.991343,tcp,ftp,FIN,14,12,798,682,25.218313,5979.7666,5051.733,1,1,1,1,0,Fuzzers,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,2,2,0,0,0,Analysis,1
34.455128,tcp,ftp,FIN,30,24,1610,1364,1.538233,361.51367,303.69934,2,2,2,2,0,Fuzzers,1
3e-06,unas,-,INT,2,0,200,0,333333.3,2.6666666e+08,0.0,3,3,0,0,0,Backdoor,1
8e-06,secure-vmtp,-,INT,2,0,200,0,125000.0,1e+08,0.0,1,1,0,0,0,Backdoor,1
8e-06,uti,-,INT,2,0,200,0,125000.0,1e+08,0.0,2,2,0,0,0,Backdoor,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,3,3,0,0,0,Backdoor,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,5,5,0,0,0,Backdoor,1
6e-06,vines,-,INT,2,0,200,0,166666.66,1.3333333e+08,0.0,2,2,0,0,0,Backdoor,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,1,1,0,0,0,Backdoor,1
2.303635,tcp,http,FIN,24,48,8012,43634,30.820856,26667.42,148374.2,1,1,0,0,1,Backdoor,1
5e-06,udp,-,INT,2,0,104,0,200000.0,8.32e+07,0.0,1,1,0,0,0,Fuzzers,1
6e-06,unas,-,INT,2,0,200,0,166666.66,1.3333333e+08,0.0,5,5,0,0,0,Analysis,1
8e-06,udp,-,INT,2,0,104,0,125000.0,5.2e+07,0.0,2,1,0,0,0,Fuzzers,1
3e-06,crudp,-,INT,2,0,200,0,333333.3,2.6666666e+08,0.0,2,2,0,0,0,Backdoor,1
3e-06,unas,-,INT,2,0,200,0,333333.3,2.6666666e+08,0.0,2,2,0,0,0,Backdoor,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,2,2,0,0,0,Analysis,1
5e-06,iplt,-,INT,2,0,200,0,200000.0,1.6e+08,0.0,1,1,0,0,0,Backdoor,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,2,2,0,0,0,Backdoor,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,4,4,0,0,0,Backdoor,1
3e-06,unas,-,INT,2,0,200,0,333333.3,2.6666666e+08,0.0,4,4,0,0,0,Backdoor,1
0.958551,tcp,-,FIN,10,6,994,268,15.64862,7469.608,1869.4884,2,1,0,0,0,Fuzzers,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,3,3,0,0,0,Analysis,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,2,2,0,0,0,Backdoor,1
0.779161,tcp,-,FIN,10,8,534,354,21.81834,4938.6455,3182.911,2,1,0,0,0,Fuzzers,1
0.64789,tcp,-,FIN,10,6,2550,268,23.152079,28338.145,2765.9019,1,1,0,0,0,Fuzzers,1
1e-05,udp,-,INT,2,0,104,0,100000.0,4.16e+07,0.0,1,1,0,0,0,Fuzzers,1
0.944288,tcp,-,FIN,10,8,534,354,18.002981,4075.0278,2626.3174,2,2,0,0,0,Fuzzers,1
0.735093,tcp,-,FIN,10,8,522,354,23.126326,5114.999,3373.723,1,1,0,0,0,Fuzzers,1
0.944288,tcp,-,FIN,10,8,534,354,18.002981,4075.0278,2626.3174,2,2,0,0,0,Fuzzers,1
35.21572,tcp,-,FIN,20,14,1068,622,0.937081,230.57884,131.305,2,2,0,0,0,Fuzzers,1
6e-06,unas,-,INT,2,0,200,0,166666.66,1.3333333e+08,0.0,3,3,0,0,0,Backdoor,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,3,3,0,0,0,Backdoor,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,3,3,0,0,0,Backdoor,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,2,2,0,0,0,Backdoor,1
0.816666,tcp,-,FIN,10,8,534,354,20.816343,4711.8403,3036.737,2,1,0,0,0,Fuzzers,1
0.908719,tcp,-,FIN,14,10,774,556,25.310354,6329.7896,4410.6045,2,1,0,0,0,Fuzzers,1
0.85134,tcp,-,FIN,12,6,4678,268,19.96852,40303.523,2104.917,1,1,0,0,0,Fuzzers,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,2,2,0,0,0,Analysis,1
3e-06,unas,-,INT,2,0,200,0,333333.3,2.6666666e+08,0.0,4,4,0,0,0,Backdoor,1
3e-06,udp,-,INT,2,0,104,0,333333.3,1.3866666e+08,0.0,1,1,0,0,0,Fuzzers,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,4,4,0,0,0,Analysis,1
3e-06,unas,-,INT,2,0,200,0,333333.3,2.6666666e+08,0.0,3,3,0,0,0,Analysis,1
9e-06,udp,-,INT,2,0,104,0,111111.11,4.622222e+07,0.0,2,1,0,0,0,Fuzzers,1
3e-06,unas,-,INT,2,0,200,0,333333.3,2.6666666e+08,0.0,3,3,0,0,0,Analysis,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,4,4,0,0,0,Analysis,1
1e-06,udp,-,INT,2,0,104,0,1e+06,4.16e+08,0.0,1,1,0,0,0,Fuzzers,1
0.40397,tcp,-,FIN,10,6,588,268,37.13147,10495.829,4435.973,2,1,0,0,0,Fuzzers,1
0.448878,tcp,-,FIN,10,6,2050,268,33.416653,32881.99,3992.176,1,1,0,0,0,Fuzzers,1
52.422104,tcp,-,FIN,20,12,2438,536,0.591354,353.5913,75.08283,2,2,0,0,0,Fuzzers,1
0.399363,tcp,-,FIN,10,6,542,268,37.559814,9775.567,4487.1455,1,1,0,0,0,Fuzzers,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,3,3,0,0,0,Analysis,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,6,6,0,0,0,Backdoor,1
31.56226,tcp,-,FIN,20,12,2216,536,0.982186,533.80206,124.7059,3,3,0,0,0,Fuzzers,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,2,2,0,0,0,Analysis,1
32.28117,tcp,-,FIN,20,12,1176,536,0.960312,277.06555,121.928665,2,2,0,0,0,Fuzzers,1
0.374003,tcp,-,FIN,10,6,588,268,40.106632,11336.808,4791.4053,2,1,0,0,0,Fuzzers,1
0.382156,tcp,-,FIN,10,6,588,268,39.250984,11094.945,4689.1846,2,1,0,0,0,Fuzzers,1
0.268046,tcp,-,FIN,10,6,514,268,55.960545,13818.524,6685.42,3,1,0,0,0,Fuzzers,1
31.519764,tcp,-,FIN,20,12,1302,536,0.98351,313.96173,124.87403,4,3,0,0,0,Fuzzers,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,3,3,0,0,0,Analysis,1
0.291529,tcp,-,FIN,10,6,2044,268,51.452858,50492.402,6146.9014,2,1,0,0,0,Fuzzers,1
0.590624,tcp,-,FIN,10,6,526,268,25.39687,6420.3286,3034.0793,1,1,0,0,0,Fuzzers,1
0.339562,tcp,-,FIN,10,6,1282,268,44.174553,27187.965,5277.3867,1,1,0,0,0,Fuzzers,1
0.514028,tcp,-,FIN,10,6,646,268,29.18129,9057.872,3486.1914,3,1,0,0,0,Fuzzers,1
3e-06,unas,-,INT,2,0,200,0,333333.3,2.6666666e+08,0.0,4,4,0,0,0,Analysis,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,4,4,0,0,0,Analysis,1
0.608386,tcp,-,FIN,10,6,2566,268,24.655401,30375.453,2945.4985,1,1,0,0,0,Fuzzers,1
0.83236,tcp,ftp,FIN,12,12,576,682,27.632275,5074.727,6016.6274,1,1,0,0,0,Fuzzers,1
6e-06,unas,-,INT,2,0,200,0,166666.66,1.3333333e+08,0.0,4,4,0,0,0,Backdoor,1
0.329786,tcp,-,FIN,10,6,638,268,45.48404,13948.439,5433.8267,3,1,0,0,0,Fuzzers,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,5,5,0,0,0,Backdoor,1
0.509218,tcp,-,FIN,10,6,1022,268,29.456932,14453.535,3519.1216,2,2,0,0,0,Fuzzers,1
6e-06,unas,-,INT,2,0,200,0,166666.66,1.3333333e+08,0.0,5,5,0,0,0,Backdoor,1
1.0209,tcp,ftp,FIN,12,12,2616,682,22.52914,18791.262,4905.4756,1,1,0,0,0,Fuzzers,1
9e-06,udp,-,INT,2,0,104,0,111111.11,4.622222e+07,0.0,1,1,0,0,0,Fuzzers,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,3,3,0,0,0,Backdoor,1
0.910099,tcp,-,FIN,34,10,35002,440,47.247604,298631.25,3480.94,3,3,0,0,0,Fuzzers,1
0.368707,tcp,-,FIN,10,6,706,268,40.68271,13799.575,4860.2275,1,1,0,0,0,Fuzzers,1
6e-06,unas,-,INT,2,0,200,0,166666.66,1.3333333e+08,0.0,4,4,0,0,0,Analysis,1
54.354286,tcp,-,FIN,20,14,3740,622,0.607128,522.93945,85.07149,2,2,0,0,0,Fuzzers,1
54.354286,tcp,-,FIN,20,14,3740,622,0.607128,522.93945,85.07149,2,2,0,0,0,Fuzzers,1
4e-06,udp,-,INT,2,0,104,0,250000.0,1.04e+08,0.0,2,2,0,0,0,Fuzzers,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,3,3,0,0,0,Backdoor,1
55.96858,tcp,ftp,FIN,28,24,1560,1364,0.911226,215.1207,186.96205,1,1,2,2,0,Fuzzers,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,2,2,0,0,0,Analysis,1
0.829596,tcp,-,FIN,10,8,484,354,20.491903,4204.456,2989.407,1,1,0,0,0,Fuzzers,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,3,3,0,0,0,Analysis,1
1.182084,tcp,-,FIN,10,8,486,354,14.381381,2964.2563,2097.9897,1,1,0,0,0,Fuzzers,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,5,5,0,0,0,Analysis,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,5,5,0,0,0,Backdoor,1
0.536707,tcp,-,FIN,10,6,756,268,27.948212,10150.79,3338.8796,2,1,0,0,0,Fuzzers,1
0.603104,tcp,-,FIN,10,6,756,268,24.871332,9033.268,2971.2952,1,1,0,0,0,Fuzzers,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,6,6,0,0,0,Analysis,1
0.740381,tcp,-,FIN,10,8,756,354,22.961151,7358.3735,3349.6267,1,1,0,0,0,Fuzzers,1
0.785393,tcp,-,FIN,10,6,756,268,19.098719,6936.655,2281.6602,2,1,0,0,0,Fuzzers,1
1.1411,tcp,-,FIN,10,8,546,354,14.897905,3449.3032,2173.3413,1,1,0,0,0,Fuzzers,1
1.107593,tcp,-,FIN,10,6,756,268,13.54288,4918.774,1617.9227,1,1,0,0,0,Fuzzers,1
0.454934,tcp,-,FIN,10,6,756,268,32.971817,11975.363,3939.033,2,1,0,0,0,Fuzzers,1
1.209884,tcp,-,FIN,10,8,738,354,14.050933,4397.1157,2049.7832,1,1,0,0,0,Fuzzers,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,2,2,0,0,0,Analysis,1
17.330788,ospf,-,INT,28,0,12832,0,1.557921,5711.916,0.0,1,1,0,0,0,Backdoor,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,1,1,0,0,0,Backdoor,1
1.217802,tcp,-,FIN,10,6,1014,268,12.317273,5997.691,1471.5035,1,1,0,0,0,Fuzzers,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,2,2,0,0,0,Analysis,1
0.981964,tcp,-,FIN,10,8,1014,354,17.312244,7438.155,2525.5508,1,1,0,0,0,Fuzzers,1
0.970467,tcp,ftp,FIN,12,14,576,768,25.760794,4352.544,5885.826,1,1,0,0,0,Fuzzers,1
1.451651,tcp,-,FIN,20,8,17266,354,18.599512,90396.38,1708.3997,2,1,0,0,0,Fuzzers,1
0.799005,tcp,-,FIN,10,8,1526,354,21.276463,13757.111,3103.8606,1,1,0,0,0,Fuzzers,1
5e-06,unas,-,INT,2,0,200,0,200000.0,1.6e+08,0.0,2,2,0,0,0,Analysis,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,3,3,0,0,0,Backdoor,1
6e-06,unas,-,INT,2,0,200,0,166666.66,1.3333333e+08,0.0,3,3,0,0,0,Analysis,1
2.273491,tcp,-,FIN,112,22,135649,956,58.500343,473062.8,3212.6807,1,1,0,0,0,Fuzzers,1
5e-06,udp,-,INT,2,0,104,0,200000.0,8.32e+07,0.0,1,1,0,0,0,Fuzzers,1
5e-06,udp,-,INT,2,0,104,0,200000.0,8.32e+07,0.0,1,1,0,0,0,Fuzzers,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,2,2,0,0,0,Analysis,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,2,2,0,0,0,Analysis,1
1e-06,udp,-,INT,2,0,104,0,1e+06,4.16e+08,0.0,1,1,0,0,0,Fuzzers,1
1.008415,tcp,-,FIN,10,6,706,268,14.874829,5045.542,1777.0461,1,1,0,0,0,Fuzzers,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,2,2,0,0,0,Analysis,1
0.370517,tcp,http,FIN,10,8,804,2912,45.881836,15632.212,55015.023,1,1,0,0,1,Fuzzers,1
0.910099,tcp,-,FIN,34,10,35002,440,47.247604,298631.25,3480.94,3,3,0,0,0,Fuzzers,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,1,1,0,0,0,Analysis,1
1.865058,tcp,ftp,FIN,14,12,810,682,13.404409,3229.9265,2685.1711,1,1,1,1,0,Fuzzers,1
0.980217,tcp,-,FIN,16,12,908,642,27.544922,6953.5625,4807.099,1,1,0,0,0,Fuzzers,1
9e-06,unas,-,INT,2,0,200,0,111111.11,8.888889e+07,0.0,3,3,0,0,0,Analysis,1
9e-06,udp,-,INT,2,0,104,0,111111.11,4.622222e+07,0.0,1,1,0,0,0,Fuzzers,1
0.731259,tcp,-,FIN,10,6,774,268,20.512568,7625.2056,2450.568,1,1,0,0,0,Fuzzers,1
1.200132,tcp,-,FIN,10,8,588,354,14.165108,3532.9446,2066.4395,1,1,0,0,0,Fuzzers,1
1.225152,tcp,-,FIN,10,8,1030,354,13.875829,6053.1265,2024.2386,1,1,0,0,0,Fuzzers,1
1e-06,udp,-,INT,2,0,104,0,1e+06,4.16e+08,0.0,2,2,0,0,0,Fuzzers,1
1e-06,udp,-,INT,2,0,104,0,1e+06,4.16e+08,0.0,2,2,0,0,0,Fuzzers,1
0.60575,tcp,-,FIN,10,6,756,268,24.76269,8993.809,2958.316,1,1,0,0,0,Fuzzers,1
43.314888,tcp,-,FIN,20,14,1512,622,0.761863,265.40527,106.753136,2,2,0,0,0,Fuzzers,1
5e-06,unas,-,INT,2,0,200,0,200000.0,1.6e+08,0.0,2,2,0,0,0,Backdoor,1
0.981541,tcp,ftp,FIN,14,14,798,768,27.507767,6039.483,5819.421,1,1,1,1,0,Fuzzers,1
2.097541,ospf,-,INT,42,0,2688,0,19.546698,10007.909,0.0,1,1,0,0,0,Backdoor,1
0.746207,tcp,-,FIN,10,6,756,268,20.101662,7300.9233,2401.4785,1,1,0,0,0,Fuzzers,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,2,2,0,0,0,Backdoor,1
8e-06,unas,-,INT,2,0,200,0,125000.0,1e+08,0.0,2,2,0,0,0,Backdoor,1
1.921773,tcp,-,FIN,10,8,610,354,8.845998,2285.3896,1290.475,1,1,0,0,0,Fuzzers,1
9e-06,udp,-,INT,2,0,104,0,111111.11,4.622222e+07,0.0,1,1,0,0,0,Fuzzers,1
1.031442,tcp,ftp,FIN,14,12,750,682,24.23791,5406.0234,4855.3384,1,1,1,1,0,Fuzzers,1
6e-06,udp,-,INT,2,0,104,0,166666.66,6.933333e+07,0.0,1,1,0,0,0,Fuzzers,1
7e-06,udp,-,INT,2,0,104,0,142857.14,5.9428572e+07,0.0,1,1,0,0,0,Fuzzers,1
0.630487,tcp,-,FIN,12,8,1046,744,30.135433,12168.371,8260.281,1,1,0,0,0,Fuzzers,1
0.326889,tcp,-,FIN,10,6,588,268,45.887135,12970.764,5481.983,2,1,0,0,0,Fuzzers,1
1.170537,tcp,-,FIN,10,8,588,354,14.523249,3622.269,2118.6858,1,1,0,0,0,Fuzzers,1
45.03731,ospf,-,INT,42,0,18480,0,0.910356,3204.454,0.0,1,1,0,0,0,Backdoor,1
9e-06,udp,-,INT,2,0,104,0,111111.11,4.622222e+07,0.0,2,1,0,0,0,Fuzzers,1
0.284422,tcp,-,FIN,10,6,588,268,52.738537,14907.426,6300.497,2,1,0,0,0,Fuzzers,1
1.024119,tcp,ftp,FIN,14,12,726,682,24.411224,5272.8247,4890.0566,1,1,1,1,0,Fuzzers,1
1.1e-05,udp,-,INT,2,0,2974,0,90909.09,1.0814546e+09,0.0,1,1,0,0,0,Fuzzers,1
0.433047,tcp,-,FIN,10,6,588,268,34.63827,9791.085,4138.119,2,1,0,0,0,Fuzzers,1
0.522368,tcp,ftp,FIN,22,14,17352,768,67.00257,253675.56,10934.819,2,1,0,0,0,Fuzzers,1
0.502511,tcp,-,FIN,10,6,588,268,29.850092,8437.626,3566.0908,1,1,0,0,0,Fuzzers,1
3e-06,udp,-,INT,2,0,104,0,333333.3,1.3866666e+08,0.0,1,1,0,0,0,Fuzzers,1
0.799454,tcp,-,FIN,60,14,68201,612,91.312325,671108.06,5693.886,1,1,0,0,1,Fuzzers,1
0.971873,tcp,http,FIN,60,14,68197,612,75.11269,552014.5,4683.7397,1,1,0,0,1,Fuzzers,1
0.952181,tcp,-,FIN,12,10,1080,788,22.05463,8317.746,5965.2524,2,2,0,0,0,Fuzzers,1
2.097541,ospf,-,INT,42,0,2688,0,19.546698,10007.909,0.0,1,1,0,0,0,Analysis,1
0.930821,tcp,-,FIN,14,12,774,642,26.85801,6179.491,5062.1978,3,1,0,0,0,Fuzzers,1
31.519764,tcp,-,FIN,20,12,1302,536,0.98351,313.96173,124.87403,1,1,0,0,0,Fuzzers,1
1.299671,tcp,-,FIN,14,10,774,556,17.696787,4425.7354,3083.8572,2,1,0,0,0,Fuzzers,1
52.422104,tcp,-,FIN,20,12,2438,536,0.591354,353.5913,75.08283,2,2,0,0,0,Fuzzers,1
0.454651,tcp,-,FIN,10,6,534,268,32.99234,8463.635,3941.4849,3,2,0,0,0,Fuzzers,1
1.615839,tcp,ftp,FIN,14,12,810,682,15.471838,3728.0942,3099.3186,2,1,1,1,0,Fuzzers,1
0.394373,tcp,-,FIN,10,6,538,268,38.035057,9838.401,4543.9214,1,1,0,0,0,Fuzzers,1
0.698918,tcp,-,FIN,10,6,534,268,21.461746,5505.6533,2563.9631,3,3,0,0,0,Fuzzers,1
1.325386,tcp,ftp,FIN,14,12,810,682,18.862429,4545.091,3778.5217,1,1,1,1,0,Fuzzers,1
0.462496,tcp,-,FIN,10,6,562,268,32.432713,8752.508,3874.628,2,1,0,0,0,Fuzzers,1
0.698918,tcp,-,FIN,10,6,534,268,21.461746,5505.6533,2563.9631,3,3,0,0,0,Fuzzers,1
30.121977,ospf,-,INT,42,0,2184,0,1.361132,566.2311,0.0,1,1,0,0,0,Fuzzers,1
0.964412,tcp,ftp,FIN,14,12,810,682,25.922531,6246.2935,5192.802,2,1,1,1,0,Fuzzers,1
0.971909,tcp,-,FIN,60,14,68199,612,75.10992,552010.56,4683.566,1,1,0,0,1,Fuzzers,1
0.920901,tcp,-,FIN,10,6,534,268,16.288397,4178.5166,1945.9204,1,1,0,0,0,Fuzzers,1
0.935049,tcp,-,FIN,10,8,1526,354,18.180864,11755.534,2652.2673,1,1,0,0,0,Fuzzers,1
0.84428,tcp,-,FIN,10,8,534,354,20.1355,4557.7295,2937.414,2,1,0,0,0,Fuzzers,1
0.602803,tcp,-,FIN,10,8,756,354,28.201586,9037.778,4114.114,1,1,0,0,0,Fuzzers,1
0.66894,tcp,-,FIN,10,6,534,268,22.423534,5752.3843,2678.865,1,1,0,0,0,Fuzzers,1
1e-05,udp,-,INT,2,0,104,0,100000.0,4.16e+07,0.0,1,1,0,0,0,Fuzzers,1
